song_name,song_id,song_popularity,song_release,song_duration
So Mi Like It,6IFDy0imCdhDpHj98GczEX,64,2014-11-28,2.55
Man Is The Least,18pRR6GRcbh4NOiNekLvXV,44,2009-07-13,3.84
Cold Little Heart - Radio Edit,7KX65PC1UZuImsUInThbav,76,2017-02-24,3.5
Juveniles (feat. YBN Nahmir),3zCbbePDsZQJ0iHkqGXSjG,0,2018-05-18,2.69
"GONE, GONE / THANK YOU",1hz7SRTGUNAtIQ46qiNv2p,79,2019-05-17,6.26
EARFQUAKE,5hVghJ4KaYES3BFUATCYn0,85,2019-05-17,3.17
Crazy,2N5zMZX7YeL1tico8oQxa9,10,2006-05-02,3.03
Jolie madame (feat. Ronisia),2uj7OACDZUQIvAfKAwtHES,50,2021-04-09,3.08
Taboo,155PWUwfoYw5mcQOGdzh1w,0,2021-09-17,2.8
This Is Why,7z84Fwf1R3Z2BwHCP620CI,0,2022-09-28,3.46
The Chain - 2004 Remaster,5e9TFTbltYBg2xThimr0rU,86,1977-02-04,4.5
Wild Side (feat. Cardi B) - Extended Version,2SSWIysBzyEEPJchLh3LrP,50,2021-07-22,4.15
High (feat. Elton John),7iMDaY1LnASwCk2uUpMtii,56,2018-09-24,3.25
Surprise Me,00hnbpoSjLscenpW2LzPqs,41,2022-05-13,2.85
NO,0l0CvurVUrr2w3Jj1hOVFc,76,2017-05-12,3.56
I Bet,20lNo44eUUCnyNNInzwkv9,59,2015-05-04,4.8
1 Thing,1mnqraQ8oV8MX92rdOFLWW,70,2005,3.98
Lady Marmalade - Single Edit,0PSZ9G584Ve27GK6ThlY6P,72,2001-06-26,4.47
Right There,6ZKOTsLgLGiF6hLVm4W4D2,55,2011-01-01,4.37
Bandana,5CTQCPv51aLWpwTbqo8mEL,57,2022-07-13,2.97
Payday (feat. Young Thug),2HolBGR6tpiWI80MXoV1dJ,57,2021-06-25,3.55
Sunflower - Spider-Man: Into the Spider-Verse,3KkXRkHbMCARz0aVfEt68P,84,2018-12-14,2.63
Price Tag,5mvKuE9Lf9ARVXVXA32kK9,68,2011-01-01,3.72
Blah Blah Blah (feat. 3OH!3),7lWUJpax919G4JdaFEVmCy,70,2010-01-01,2.87
DONTTRUSTME,5jzX4dWVQeBTtfBaXnMRt5,74,2008-07-07,3.21
Time Flies,2QXB9GugNcZqXrDXYowISU,47,2019-07-24,3.1
Funkytown,0KQh7AuuZvpTKWhcJa8Pbr,66,1996-04-04,3.99
Wombo Lombo,1Sv9rQgh9qrbeJVHKGTfCM,33,1996-01-01,4.26
The Less I Know The Better,6K4t31amVTZDgR3sKmwUJJ,88,2015-07-17,3.61
Shot For Me,6Z01gUquJsjJC67uNWm6P0,73,2011-11-15,3.75
Rainfall (feat. Tiana Major9),0AtMTwBF9dmAd2kjgKXpSu,52,2019-12-13,3.3
Fire & Desire,4BhGTc3Cgay2U1QcTS7vQe,74,2016-05-06,3.97
Less Than Zero,2D4dV2KXDTszzJ3p3cFqhA,75,2022-01-06,3.53
MOVE (feat. Grace Jones & Tems),5YLGlPYkZBDXieMwzVve7g,64,2022-07-29,3.39
ENERGY (feat. Beam),0314PeD1sQNonfVWix3B2K,67,2022-07-29,1.95
Moth Into Flame,5sEcwMeC3QDnSOWlyQyQ3E,55,2016-11-18,5.84
Djadja,7sKDftgGirHWTVFMtJoDoh,72,2018-11-02,2.85
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",7LcfRTgAVTs5pQGEQgUEzN,75,2010,3.35
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",0KoiMHhqKLoL4xM54rcWYY,76,2019-07-25,3.54
Rather Be (feat. Jess Glynne),3s4U7OHV7gnj42VV72eSZ6,76,2014-01-17,3.8
Blame (feat. John Newman),07nH4ifBxUB4lZcsf44Brn,83,2014-10-31,3.55
Club Can't Handle Me (feat. David Guetta),6ebkx7Q5tTxrCxKq4GYj0Y,83,2010-11-24,3.91
Without You (feat. Usher),3UN6cIn3VIyg0z1LCuFSum,74,2012-12-07,3.47
Bye Bye Bye,4r8lRYnoOGdEi6YyI5OC1o,74,2000-03-21,3.34
S Club Party,21ixeD8mGouF993kgb4MER,57,1999-01-01,3.51
Beep,5TXNLJ2EENAt3Tf9MX4kT2,55,2005-01-01,3.82
Check On It (feat. Bun B & Slim Thug),56mAv6TVHL4QXcD4B4Ezvg,35,2006-01-31,3.51
Jump,5hmRhU6fWzH0NjYmfhHjhp,61,2005-11-11,3.98
Sorry,55whbebR4olz2HHcRQa2kx,67,2005-11-11,4.7
Closer,0GX5oOKtU0nnx5OkhenW2i,72,2008-01-01,3.91
She Wolf,4cS2HQ6jK80vqdY9ofpztx,12,2009,3.15
Can't Get You out of My Head,3E7ZwUMJFqpsDOJzEkBrQ7,82,2001-10-01,3.84
A New Day Has Come - Radio Remix,5fkDD7aQLUmMy1EwzNm0ZB,65,2002-03-22,4.33
My Boo,68vgtRHr7iZHpzGpon6Jlo,82,2004-03-23,3.72
Hung Up,3850dYVgOFIXJh5U4BFEWH,80,2005-11-11,5.63
So Sick,6brl7bwOHmGFkNw3MBqssT,81,2006-01-01,3.45
Sexy Love,10aWGOqSDBqvNzJ9NeKDbK,74,2006-01-01,3.68
Meet Me Halfway,6wOYnPq1hPihRepcDClPUw,78,2009-01-01,4.74
The Climb,0V8FYVlBFuXXTIvRnMbZyS,69,2009-01-01,3.93
Used to Know Me,5dry5tz8yLcLuOJ3l6ZEQd,57,2022-03-18,2.43
"Whenever, Wherever",2lnzGkdtDj5mtlcOW2yRtG,80,2001-11-13,3.27
Lose Control (feat. Ciara & Fat Man Scoop),0UaMYEvWZi0ZqiDOoHU3YI,70,2005-07-04,3.78
Bulletproof,3kMrazSvILsgcwtidZd1Qd,75,2009,3.43
Paparazzi,7Hqig8kp32q2Ire3ECQvWM,77,2008-01-01,3.47
Hey Ya!,2PpruBYCo4H7WOBJ7Q2EwM,85,2003,3.92
Hot In Herre,04KTF78FFg8sOHC1BADqbY,79,2002-06-25,3.8
Express Yourself,6ioBgySxoeQKALvAeLEmId,57,2009-09-18,3.98
Revolver (feat. Lil Wayne),5VcSCItOla8P0lXOOZS5KS,41,2009-09-18,3.67
La Isla Bonita,2Iib2MV3ECFJAourgP9dlY,69,2009-09-18,4.05
Celebration,5HktkLHDbjA6LTyRTBEzHy,53,2009-09-18,3.59
Don't Cha,1gZ7i4qxXkHZb1r6eioaAP,70,2005-01-01,4.53
The Sweet Escape,66ZcOcouenzZEnzTJvoFmH,78,2006-01-01,4.11
Stereo Love - Original,4rCDfKjSS4KZk6hMB9epXh,69,2010-02-02,4.13
One More Time,0DiWol3AO6WpXZgp0goxAV,82,2001-03-12,5.34
Slide (feat. Frank Ocean & Migos),6gpcs5eMhJwax4mIfKDYQk,71,2017-02-24,3.85
"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",60APt5N2NRaKWf5xzJdzyC,56,2017-06-30,3.82
One Right Now (with The Weeknd),00Blm7zeNqgYLPtW6zg8cj,71,2021-11-05,3.23
Chasing Cars,5hnyJvgoWiQUYZttV4wXy6,85,2006-01-01,4.47
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",225xvV8r1yKMHErSWivnow,76,1998-06-23,4.98
Fast Car,2M9ro2krNb7nr7HSprkEgo,83,1988-04-05,4.95
Kiss from a Rose,3YKptz29AsOlm7WAVnztBh,77,1994-05-31,4.81
Birthday,2xLOMHjkOK8nzxJ4r6yOKR,67,2013-10-18,3.58
Who Knew - Edit,2hns6Dv29Yrg68AVTJiAyA,80,2006-04-04,3.47
(You Drive Me) Crazy,1DSJNBNhGZCigg9ll5VeZv,70,1999-01-12,3.3
Since U Been Gone,3xrn9i8zhNZsTtcoWgQEAd,79,2004-01-17,3.15
To Die For,2ZTYlnhhV1UAReg7wIGolx,63,2020-02-14,3.23
deja vu,6HU7h9RYOaPRFeh0R3UeAr,87,2021-05-21,3.59
Good Days,3YJJjQPAbDT7mGpX3WtQ9A,78,2020-12-25,4.65
Rewrite The Stars (with James Arthur & Anne-Marie),78nplE9X2ZGvQh3TKgvldE,69,2018-11-16,3.64
Father Stretch My Hands Pt. 1,4KW1lqgSr8TKrvBII0Brf8,83,2016-06-10,2.27
Tell Me It's Over,0aeZzfSoZAcETjba8MCvco,49,2019-02-15,3.14
Easy On Me,0gplL1WMoJ6iYaPgMCL0gX,81,2021-10-14,3.74
Freakum Dress,6IF3OSqOSg0upJJrKtwqar,27,2006-09-25,3.34
Irreplaceable,6wSWXEw7uITgvqkm7WgCsd,36,2006-09-25,3.79
Girls Like You (feat. Cardi B) - Cardi B Version,6V1bu6o1Yo5ZXnsCJU8Ovk,67,2018-06-15,3.93
Despacito - Remix,1vnnXMrBeEWiRg3YCMCjQq,73,2019-02-01,3.84
STAY (with Justin Bieber),5PjdY0CKGZdEuoNab3yDmX,13,2021-07-23,2.36
Cheap Thrills (feat. Sean Paul),378iszndTZAR4dH8kwsLC6,77,2016-02-18,3.75
Ruin My Life,5tAa8Uaqr4VvA3693mbIhU,60,2018-10-18,3.18
Goodbyes (feat. Young Thug),0t3ZvGKlmYmVsDzBJAXK8C,78,2019-09-06,2.91
On The Road (feat. Meek Mill & Lil Baby),12Fkyg9lpmaz2zmKOfw2Y2,69,2019-09-06,3.64
Take What You Want (feat. Ozzy Osbourne & Travis Scott),7CZyCXKG6d5ALeq41sLzbw,76,2019-09-06,3.83
Jerry Sprunger (with T-Pain),6JsHgIkMYHcbNtKfsal2Mg,64,2019-11-15,3.89
The Box,0nbXyq5TXYPCO7pr3N8S4I,84,2019-12-06,3.28
Dance (A$$) Remix,3ZAMtgYJFoHwJjFkhkXqKr,63,2011-01-01,3.67
Mirror,5hUYsaOyMY32yjRXeuQwGj,78,2011-08-29,3.8
Up In Flames,2tlRg0qJXBWI23pFVb1hlT,36,2012-01-01,5.1
Freedom,1CSQgn4dTVadTozLlAqbrV,38,2012-01-01,4.79
Throw Sum Mo,5uqphUYsR45kPYplrYSAQh,67,2015-01-06,4.34
All Day,79reBHqpRoWXaQbjBBY3UC,61,2015-03-02,5.18
Saved (feat. E-40),2ESNJZExcQw1BAmmA8Ct3j,56,2015-11-13,2.98
beibs in the trap,0ESJlaM8CE1jRWaNtwSNj8,70,2016-09-16,3.56
No Problem (feat. Lil Wayne & 2 Chainz),0v9Wz8o0BT8DU38R4ddjeH,67,2016-05-27,5.08
For Free,20bLudc6r1NChyZcrjRd7T,60,2016-06-03,3.06
pick up the phone,20dP2DaMHIAmwWAbp7peSr,70,2016-09-16,4.2
Famous,19a3JfW8BQwqHWUMbcqSx8,73,2016-06-10,3.27
Panda,5YEOzOojehCqxGQCcQiyR4,70,2016-06-26,4.11
Tsunami,0frWUvNyEqlfy1WAxBAFbb,41,2017-06-09,3.39
LOVE. FEAT. ZACARI.,6PGoSes0D9eUDeeAafB2As,87,2017-04-14,3.56
You Da Baddest (feat. Nicki Minaj),4AFgK4wP1iD5i8BYaLr9Vf,57,2017-07-27,4.05
Rake It Up (feat. Nicki Minaj),4knL4iPxPOZjQzTUlELGSY,66,2017-10-27,4.61
No Frauds,7KcGEssn7BnJdTgildK5y0,58,2017-03-10,4.54
The Way Life Goes (feat. Oh Wonder),2eAZfqOm4EnOF9VvN50Tyc,81,2017-08-25,3.7
Stir Fry,2UVbBKQOdFAekPTRsnkzcf,76,2018-01-26,3.17
Countin' Up,6UFG7GbMAeeMijEyrp6f1D,45,2018-06-15,2.5
MotorSport,4wFjTWCunQFKtukqrNijEt,70,2018-01-26,5.05
Act Up,3A2yGHWIzmGEIolwonU69h,68,2018-11-16,2.64
Ring (feat. Kehlani),5DfWF0jqMgZDCiu9zJENTA,67,2018-04-06,2.95
Drip (feat. Migos),2qcG0nZ6S3zZV0UrkY5nFo,57,2018-04-06,4.37
Lucid Dreams,285pBltuF7vW8TeWk8hdRR,86,2018-12-10,4.0
Just A Dream,3ZdJffjzJWFimSQyxgGIxN,78,2010-11-12,3.96
No Hands (feat. Roscoe Dash & Wale),03tqyYWC9Um2ZqU0ZN849H,81,2010-10-01,4.4
My Chick Bad,3bMNprrp2JDKZsGbiXpsJl,67,2010-01-01,3.62
Fire,11fPH8NoSw15IG5hWk5zLL,35,2013-01-01,4.37
Pop That,3Jv1XgMPVjdN5xGfnRJ20s,60,2013-01-01,5.06
Bound 2,3sNVsP50132BTNlImLx70i,84,2013-06-18,3.82
Power Trip (feat. Miguel),2uwnP6tZVVmTovzX5ELooy,81,2013-06-18,4.02
Feelin' Myself,26XUAwGZqQEyy8Ubhtj4kq,63,2013-01-01,4.23
23,3E3pdOMZ31aCcapFzsr9tf,0,2020-09-11,4.21
Beware,6bxUnsSGZCmoHHU5auwtps,70,2013-01-01,3.92
Heavy (feat. Kiiara),104buTcnP2AsxqB7U1FIZ4,72,2017-05-19,2.83
Pompeii,4Ub8UsjWuewQrPhuepfVpd,76,2013-01-01,3.57
Brother (feat. Gavin DeGraw),62M9yafZsSRzlsphzeJPGo,64,2015-02-02,3.47
Princess of China,4HXOBjwv2RnLpGG4xWOO6N,72,2011-10-24,3.99
Paradise,6nek1Nin9q48AVZcWs9e9D,87,2011-10-24,4.65
#Beautiful,0yd5FKBcCrexjbsHqAOfPg,40,2014-05-23,3.33
Do It Again,72Bz4ciRZPBcVSw0nrZDHi,75,2015-05-04,3.46
Bad Girls,6nzXkCBOhb2mxctNihOqbb,76,2013-01-01,3.79
Beauty And A Beat,190jyVPHYjAqEaOGmMzdyk,81,2012-06-15,3.8
Lego House,3cBHUfts3KKLqXTo8U91pz,49,2011-09-09,3.08
Say Something,6Vc5wAMmXdKIAM7WUoEb7N,72,2014-01-20,3.82
everything i wanted,3ZCTVFBt2Brf31RLEnCkWJ,85,2019-11-13,4.09
Omen,4kuPeLqTPXDkPB2injreCw,62,2015-09-25,3.84
Nirvana,2QXmZCQwDsXxSgAGEEY5ep,0,2015-11-06,3.37
Restart,60qgg890t9qRIWxEo3wO8s,0,2015-11-06,3.88
"Flashlight - From ""Pitch Perfect 2"" Soundtrack",6SkoBaMd0lzoQjID5aV2d9,58,2015-05-12,3.49
Team,3G6hD9B2ZHOsgf4WfNu7X1,80,2013-09-27,3.22
Don't Wake Me Up,18VfHIPaCo0s6FTi1Fnp6T,66,2012-07-03,3.71
What Do You Mean?,4B0JvthVoAAuygILe3n4Bs,84,2015-11-13,3.43
Shake It Off,5xTtaWoae3wi06K5WfVUUH,73,2014-10-27,3.65
This Is How We Do,5vL0yvddknhGj7IrBc6UTj,60,2013-10-18,3.4
Till the World Ends,38iU2jg98IZZEIJPrP7aWD,69,2011-03-28,3.97
Work Bitch,3KliPMvk1EvFZu9cvkj8p1,72,2013-11-30,4.13
Who's That Chick? (feat. Rihanna),75d6e3GrR6aTeMLMF7fxgK,44,2011-08-05,3.35
Rock Bottom,2qxaR31Te4xDR2yO6LqM8z,65,2016-02-26,3.3
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),6zegtH6XXd2PDPLvy1Y0n2,70,2019-11-01,3.17
Where Them Girls At (feat. Nicki Minaj & Flo Rida),7ks6AZmFcm3Y6PGGxGSmlB,77,2012-12-07,3.25
Mr. Saxobeat,2ZAx6NDhX2yE5aL5ueEQgY,3,2011-10-25,3.25
Gonna Love Me,3nXrCAE44KlevAkQB2XWcN,71,2018-06-23,2.78
Love Galore (feat. Travis Scott),0q75NwOoFiARAVp4EXU4Bs,81,2017-06-09,4.58
Broken Clocks,2fXwCWkh6YG5zU1IyvQrbs,84,2017-06-09,3.85
Bon Appétit,4rHmKlFRiFzabiVO6e9w2e,74,2017-06-09,3.8
Swish Swish,3OtMnyUaiipcAT23A8liyi,67,2017-06-09,4.04
Hey Hey Hey,3tqwKg0W8XfYORNrP4aIhu,50,2017-06-09,3.58
Witness,6EzuVdWmzgOBmqHpzbbzfQ,46,2017-06-09,4.18
Be My Baby,0fonaf88IEDQM309zmU80L,67,2014-08-22,3.62
Break Free,12KUFSHFgT0XCoiSlvdQi4,81,2014-08-22,3.58
Why Try,40fHWRL8bKcl5J4t4OKUiW,61,2014-08-22,3.53
Raging (feat. Kodaline),2Vhd5uZB4brKHmM0MNxkZo,65,2016-05-13,3.74
Some Nights,67WTwafOMgegV6ABnBQxcE,71,2012-02-14,4.62
Love Never Felt So Good,48td6xvpokdYwvbl3JIiXP,74,2014-05-09,4.1
Carry Me (feat. Julia Michaels),3FZEv9JddkjHNFiMVxJYpS,58,2016-05-13,3.89
Wings,1D4XFKolp63mNqqMXJJL1V,66,2013-09-16,4.2
Keeping Your Head Up,4gDcrTB7sm4gDJZ0hRjRtN,43,2016-01-01,3.47
Gorilla,2ih2U8ttFzCjnQ5njF3SrR,67,2012-12-07,4.07
Powerful (feat. Ellie Goulding & Tarrus Riley),3eUhfanL9kEmpIPeGBl1yW,0,2015-11-27,3.44
Running Out,2H8LPaY3NSjmOFMH2Rygnz,55,2015-12-01,3.52
Hollow,160hN2OsDXnmgExwtG7cvD,46,2015-11-02,3.51
Fallingwater,2CPLGREl5ahzA2WPBMkpxh,62,2019-01-18,4.52
Say It (feat. Tove Lo),5aOpzm8W8zysk4asB9hxJw,6,2016-05-27,4.38
Angel,3YB3dT8zhaBxDTXlggRqh6,48,2017-10-29,3.16
Gone,4UQeq4HUvC5uPEA9pWTgPW,41,2019-07-17,4.09
Harleys In Hawaii,5nCthAh3jt4xKuLJAifAaR,73,2019-10-16,3.1
Jealous,2RqtfcLB7iOZj0zYB8Auhu,71,2015-11-20,3.72
everytime,0WdR2AyLW1Drd3OUdwezM0,75,2018-08-17,2.87
"Let Me Go (with Alesso, Florida Georgia Line & watt)",5Gu0PDLN4YJeW75PpBSg9p,74,2017-09-08,2.91
Burn,0xMd5bcWTbyXS7wPrBtZA6,61,2013-01-01,3.85
Don't Start Now,6WrI0LAC5M1Rw2MnX2ZvEg,76,2019-10-31,3.05
On My Mind,6YAuDfyjCy0vbKIqa71o8v,53,2015-11-06,3.56
New Rules,2ekn2ttSfGqwhhate0LSR0,82,2017-06-02,3.49
Ghost,4XPWKmy05Rcff6TLHNoNF8,64,2014-10-13,3.55
All My Friends (feat. Tinashe & Chance the Rapper),6TaqooOXAEcijL6G1AWS2K,71,2015-10-21,3.83
Back To You,514rhnksEwHUh6LxXsQ4Y9,69,2018-05-18,3.5
Never Forget You,6hmhG1b4LEyNuashVvuIAo,74,2017-03-17,3.56
Still into You,1yjY7rpaAQvKwpdUliHx0d,84,2013-04-05,3.6
Never Be Like You (feat. Kai),5WI2ltQIdwgzf1SNE76JyR,11,2016-05-27,3.92
Young And Beautiful,2nMeu6UenVvwUktBCpLMK9,88,2013-01-01,3.93
Bang Bang,466s1BacUmiRdR3ISvNjyx,63,2014-08-22,3.32
Dangerous Woman,6RUhbFEhrvGISaQ8u2j2JN,73,2016-05-20,3.93
Wildest Dreams,59HjlYCeBsxdI0fcm3zglw,68,2014-10-27,3.67
Love Me Harder,5J4ZkQpzMUFojo1CtAZYpn,83,2014-08-22,3.94
Pound The Alarm,5kcE7pp02ezLZaUbbMv3Iq,67,2012-01-01,3.43
Best Thing I Never Had,1pelUc7p61q4HfnoVQKdL0,46,2011-06-09,4.21
rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt,84,2018-04-27,3.64
"Love Me Like You Do - From ""Fifty Shades Of Grey""",05zCWOpwIUf6JY06gSL6uz,61,2015-11-06,4.21
One Last Time,7xoUc6faLbCqZO6fQEYprd,86,2014-08-22,3.29
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",6JV2JOEocMgcZxYSZelKcc,80,2016-05-06,3.93
Come Thru (with Usher),3TTMUI5dFcbeNSDTTDY9M8,69,2019-10-04,3.02
Barbie Dreams,6Poyf51k7W3NKnsGwAI90B,61,2018-08-10,4.66
Unfoolish,6dZ6qWl1e9GsMndBG7vqB9,69,2002-01-01,3.24
Don't,3pXF1nA74528Edde4of9CC,86,2015-10-02,3.3
Ms. Jackson,0I3q5fE6wg7LIfHGngUTnV,85,2000-10-31,4.51
BIG PURR (Prrdd) (feat. Pooh Shiesty),5byWPNSh2hi0ULmDxBgLyV,47,2021-03-26,1.95
INDUSTRY BABY (feat. Jack Harlow),27NovPIUIRrOZoCHxABJwK,77,2021-07-23,3.53
Panini,1000nHvUdawXuUHgBod4Wv,63,2019-09-13,1.91
Damage,0KS2h61pHQ4WmOwruD7uxD,59,2020-10-21,3.72
Angel of Mine,1AM1o0mKbgAK5oMpY8B3Z7,63,1998-07-13,4.17
Don't Mess With My Man (feat. Brian Casey & Brandon Casey),39YovPslPCXbFYhlYjsZ2Y,59,2002-12-09,3.55
Try Again,6Wnlq1Pu3I0BajLvxn05Vr,11,2001-07-07,4.74
More Than A Woman,4x2YdtTppdbL4kHPOjaunq,3,2001-07-07,3.83
Say Aah (feat. Fabolous),2fQ6sBFWaLv2Gxos4igHLy,65,2009-08-31,3.46
Who's Gonna Love You Tonight,1tSIPrLeAJCszwMUaoHOl9,15,2022-09-09,3.28
What Goes Around.../...Comes Around (Interlude),3pD0f7hSJg2XdQ6udw5Tey,79,2006-09-12,7.48
"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",7GQqj9jRtDkMp8zByehXQI,57,2001-01-01,4.41
High School,6bzwoiUt0s1KDOedyy4OtQ,62,2012-01-01,3.65
Pretty Girl Rock,2Adn2LNgkHMH5TelQVAu4n,67,2010-01-01,4.07
OMG (feat. will.i.am),1bM50INir8voAkVoKuvEUI,80,2010-03-30,4.49
Upgrade U (feat. JAY-Z),6BPjwoGSq4pqCIfyQgyX3I,28,2006-09-25,4.55
Have Mercy,5SixeLvPsYpk7qq9lo5xYg,66,2021-09-10,2.48
Get Right,0rLzyBecRbTpnBWvMtPVFR,59,2005-03-01,3.76
Talking Body,2tpfxAXiI52znho4WE3XFA,72,2014-09-24,3.97
Run This Town,7LR85XLWw2yXqKBSI5brbG,80,2009-09-08,4.46
Only Girl (In The World),1VDXQhu7YGdbM6UeEIfsaX,53,2010-11-16,3.92
Bitch Better Have My Money,0NTMtAO2BV4tnGvw9EgBVq,77,2015-03-26,3.66
Cash Shit (feat. DaBaby),2rMAtCaTj16NptyVfEIeAC,67,2019-05-17,3.21
Say So / Like That (Mashup),4jBktGfTrKpGkPHV3PLaA0,52,2020-09-11,3.54
Love In The Way,3fWchdm3NfLb4licNeIhV7,45,2022-09-16,3.69
UN DIA (ONE DAY),66x45Yh9x397PWpxMX0ZDT,70,2021-09-10,3.87
Leave Before You Love Me (with Jonas Brothers),4qu63nuBpdn0qHUHuObEj1,81,2021-05-21,2.58
Your Body,2pmtavvgqZN52EePYxutgk,58,2012-11-09,4.0
Phantom,4t5jAbS0WvFh3598FFnzKJ,10,2022-09-12,4.42
Persuasive (with SZA),67v2UHujFruxWrDmjPYxD6,72,2022-07-22,3.51
Love Sex Magic (feat. Justin Timberlake),7xdmTEHRbgQuLR8KpRLLnn,48,2009-05-05,3.67
AMERICA HAS A PROBLEM,2XMAWynSTIst5KmLSv0Npf,67,2022-07-29,3.31
My Oasis (feat. Burna Boy),2KoHxhRyWxJzA0VafWd5Nk,56,2020-07-30,3.0
Save Me,7bxGcILuAjkZzaveU28ZJS,71,2016-05-02,3.28
Creep,70LcF31zb1H0PyJoS1Sx1r,90,1993-02-22,3.98
Where Are Ü Now (with Justin Bieber),66hayvUbTotekKU3H4ta1f,78,2015-02-24,4.17
The Middle,09IStsImFySgyp0pIQdqAc,81,2018-01-23,3.08
Sweet Nothing (feat. Florence Welch),0lsqtZVyovtBSQtWdD44LH,30,2012-12-16,3.54
Stay The Night - Featuring Hayley Williams Of Paramore,2QtJA4gbwe1AcanB2p21aP,70,2012,3.62
Clarity,60wwxj6Dd9NJlirf84wr2c,80,2012-01-01,4.52
Never Really Over,5PYQUBXc7NYeI1obMKSJK0,71,2019-05-31,3.73
Body Shop,5ioO0oUd7LRWbYYjZLc42f,31,2015-03-06,3.66
Iconic,2pNxL8YsPdBAopzN4hy4PP,37,2015-03-06,4.55
Joan Of Arc,5iVB1TQWZwjcrIoTPdECZ8,38,2015-03-06,4.03
Hold Tight,1MSDYFqzCsVkXAU5BgKs63,35,2015-03-06,3.62
Ghosttown,4yDLW1kpgN7RGa6wCtxlL8,50,2015-03-06,4.16
Devil Pray,2upReikM2zi3kd0Nl2yaTM,42,2015-03-06,4.1
Living For Love,5AMuHsWAaGAZHX4p1KZWwc,47,2015-03-06,3.65
We Belong Together,3LmvfNUQtglbTrydsdIqFU,73,2005-04-12,3.36
American Boy,22UDw8rSfLbUsaAGTXQ4Z8,7,2008-03-28,4.75
Die Another Day,7DUpuAzGUyJaJB3p9BC3Ms,54,2003-04-22,4.66
Knew Better / Forever Boy,1ywoy5kdf2LsG2019ClGjm,57,2016-05-20,4.99
White Mercedes,7fOFeVSyL18q7RiU6cnhiM,50,2019-09-13,3.39
My Immortal - Band Version,3PYdxIDuBIuJSDGwfptFx4,62,2003-03-04,4.56
Telephone,7rl7ao5pb9BhvAzPdWStxi,81,2009-08-05,3.68
Please Don't Leave Me,4iHUBqALsttdeXVRXlTMQJ,58,2008-10-24,3.86
Get Outta My Way,2VZ5Vtjn16RThAvaFz3sJZ,60,2010-06-30,3.64
I Miss You,1oTo3ijRbaDAtrjJrGAPSw,79,2003-01-01,3.79
Boom Boom Pow,3opVsyWVYEAFK9bJAG8Opa,69,2009-01-01,4.19
Live Your Life,3jlbL2OTD5YmIunYzgQTAN,78,2008-09-07,5.65
Kiss Me Thru The Phone,2q4rjDy9WhaN3o9MvDbO21,82,2008-01-01,3.22
Fight For This Love,6WdV6QM8t87dPidhPzdRJW,43,2009,3.72
Just Dance,2x7MyWybabEz6Y6wvHuwGE,81,2008-01-01,4.03
LoveGame,0TcJ7QWpggdSg8t0fHThHm,75,2008-01-01,3.61
I Gotta Feeling,2H1047e0oMSj10dgp7p2VG,79,2009-01-01,4.82
Bad Friend,1ApN1loxlt0rzRFc8iETw7,47,2020-04-17,3.47
Pray to God (feat. HAIM),75kMrDKPJJpgEQaXVh7QMB,65,2014-10-31,3.87
Heaven,7ddrOpaufVEf0ST3L6yHhj,16,2012-01-01,4.2
Hello Good Morning - Remix,2uAbEJGrLecIbkW9p3OqQl,44,2010-01-01,3.62
Lights Up,4jAIqgrPjKLTY9Gbez25Qb,71,2019-12-13,2.87
Delete Forever,5B1qeFOEeUCMudPEVeasHp,30,2020-02-12,3.96
When Love Takes Over (feat. Kelly Rowland),6ZbmKimtnTuIo330PbxdU3,39,2010-11-22,3.18
Die For You,2Ch7LmS7r2Gy2kc64wv3Bz,82,2016-11-25,4.34
Real Life (feat. Stormzy),3qvZW1bLvAsJIUhYcuvf4F,61,2020-08-13,3.3
Do Better,0nLfmQWIqjZkCQNhfP0EHv,49,2019-12-13,4.16
Poker Face,5R8dQOPq8haW94K7mgERlO,82,2008-01-01,3.95
It Ain't Me (with Selena Gomez),3eR23VReFzcdmS7TYCrhCe,81,2017-02-16,3.68
Be Kind (with Halsey),3Z8FwOEN59mRMxDCtb8N0A,74,2020-05-01,2.88
Believe,2goLsvvODILDzeeiT4dAoR,83,1998,3.98
Viva La Vida,1mea3bSkSGXuIRvnydlB5b,90,2008-06-06,4.04
I Wanna Dance with Somebody (Who Loves Me),2tUBqZG2AbRi7Q0BIrVrEj,85,1987-06-02,4.85
Story of My Life,4nVBt6MZDDP6tRVdQTgxJg,87,2013-11-25,4.09
Stuck with U (with Justin Bieber),4HBZA5flZLE435QTztThqH,81,2020-05-08,3.81
Dancing Queen,0GjEhVFGZW8afUYGChu3Rr,87,1976,3.84
Shallow,2VxeLyX666F8uXCJ0dZF8B,86,2018-10-05,3.6
Livin' On A Prayer,37ZJ0p5Jm13JPevGcx4SkF,84,1986-08-16,4.15
