song_name,song_id,song_popularity,song_release,song_duration
Joro,3Yt1ovsh3v3VEzRuhI1TL5,67,2019-09-30,4.38
Come Over (feat. Popcaan),58mtgcQVZ56NgWHKsN94nD,59,2020-10-01,3.47
Like Glue,56m8Wv3qRBfwLuO08GtfHs,69,2022-11-11,3.88
Eye of the Tiger,2KH16WveTQWT6KOG9Rg6e2,78,1985,4.09
Africa,2374M0fQpWi3dLnB54qaLX,89,1982-04-08,4.93
The Real Slim Shady,3yfqSUWxFvZELEM4PmlwIR,87,2000-05-23,4.74
Bikini Bottom,27Qz0cFmMGADsniMeUwyUe,58,2022-10-28,1.78
Club Can't Handle Me (feat. David Guetta) - From the Step Up 3D Soundtrack,0xcl9XT60Siji6CSG4y6nb,59,2010-06-28,3.88
Thrift Shop (feat. Wanz),3AYcyxEACnmE6d96RPubID,3,2012-10-09,3.93
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",1WkMMavIMc4JZ8cfMmxHkI,76,2016-09-23,3.96
Kids,1jJci4qxiYcOHhQR247rEU,85,2007-12-14,5.05
The Rhythm of the Night,0ofMkI3jzmGCElAOgOLeo3,75,1994,4.4
Alors on danse - Radio Edit,2GYHyAoLWpkxLVa4oYTVko,80,2010-01-01,3.43
Mambo No. 5 (A Little Bit of...),7jQBORjiir0pNSKGaHevq9,1,1999-08-24,3.67
Take on Me,2WfaOiMkCvy7F5fcp2zZ8L,88,1985-06-01,3.75
Daddy Cool,702Xo5V8OhlY2cQEczCT2j,54,1994-03-14,3.43
Call On Me - Radio Edit,3uLSUZEmTY50H6Kw17lpfW,1,2004-09-13,2.86
Best Day Of My Life,5j9iuo3tMmQIfnEEQOOjxh,1,2014-01-01,3.24
P.I.M.P.,29UzHkRHqGrqSikUDRWIam,0,2003-02-06,4.16
Fancy,3oiMJQAWVaxSubJ7b2VUtX,70,2014-01-01,3.33
Don't Tell 'Em,0Dc7J9VPV4eOInoxUiZrsL,78,2015-12-04,4.45
Just Can’t Get Enough,3JA9Jsuxr4xgHXEawAdCp4,82,2010-01-01,3.66
Runaway (U & I),46lFttIf5hnUZMGvjK0Wxo,78,2015-06-05,3.78
Dusk Till Dawn (feat. Sia) - Radio Edit,1j4kHkkpqZRBwE0A4CN4Yv,74,2017-09-07,3.98
Want to Want Me,7oGZAicScQt96OAW4AruYy,79,2015-05-29,3.46
Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),3c8iiZGfEammKJuWTErE5x,78,2018-02-16,3.1
Troublemaker (feat. Flo Rida),3raIDwS1IWxjBq48cE4E8h,0,2012,3.09
I Know You Want Me (Calle Ocho),6a8GbQIlV8HBUW3c6Uk9PH,62,2009-10-23,3.95
Feel This Moment (feat. Christina Aguilera),1ml6e0VxMUyPgsVFxQA0Xw,62,2012,3.83
Something Just Like This,1dNIEtp7AY3oDAKCGg2XkH,74,2017-02-22,4.13
Trap Queen,5iNRPN7oYQvdB9AmeSW6d3,76,2015-09-25,3.7
Got 2 Luv U (feat. Alexis Jordan),62pSYErgGri97X9aIyBzHm,74,2012-01-24,3.41
Shower,3DmW6y7wTEYHJZlLo1r6XJ,80,2014-04-23,3.44
Part Of Me,6yARPLK0PV4heEyh7pVMGz,75,2012-01-01,3.6
Drive By,7zWj09xkFgA9tcV6YhfU6q,0,2012-04-17,3.27
All Star,22c2pt75xtnDddA5Zlm0yy,2,2005-01-01,3.34
"Me, Myself & I",40YcuQysJ0KlGQTeGUosTC,81,2015-12-04,4.19
Hall of Fame (feat. will.i.am),7wMq5n8mYSKlQIGECKUgTX,83,2012-09-10,3.38
Billie Jean,5ChkMS8OtdzJeqyybCc9R5,80,2008-02-08,4.9
It's Raining Men,5TgD3Wh5ZUZnUU4tmVvJbx,63,2010-03-01,3.53
OKAY,0e1KTuawmiFLiK0Lh3nNtM,65,2024-04-26,2.73
MY ROSE,7EG3kXbKmNC1OismTn6ZG5,40,2024-03-27,0.89
Grown Woman,2YrAC1ZW7G7jiZfz2tHoXw,55,2013-12-13,5.18
No.1 (feat. Tems),3qeMtqV38UWPZfps7mPTUE,65,2024-03-22,2.45
Nasty,6NjWCIYu1W8xa3HIvcIhd4,73,2024-04-12,2.93
Part II (On The Run),2gSh6B45bWv4gDOhawR8C2,55,2013-07-04,5.56
Pretty Girls,1dh5DUke1yHJzIF3Sa7nXC,68,2023-08-18,2.44
Illusion,59xD5osEFsaNt5PXfIKUnX,21,2024-04-11,3.14
Smoke,0kJFGQkWYbDNTa5cpPdWMC,38,2024-02-14,2.96
DESERT EAGLE,5v7Cm2PyrlJ1NIbVOvNcF5,45,2024-03-27,1.21
Nobody's Business,0qJWmTaT1qvCq0brgx8k2P,64,2012-12-11,3.6
CFWM (Can’t F*** With Me) [feat. Skilla Baby],5Ca0AImQSQzjGdUYrXTTfV,45,2024-04-10,2.51
Girls Need Love (with Drake) - Remix,14SaZBTjxlorHJQxXh01Hu,80,2018-10-19,3.71
OKLOSER,3EM5ZPDSe1JjSztumpsc5n,49,2024-04-01,2.82
we can't be friends (wait for your love),51ZQ1vr10ffzbwIjDCwqm4,89,2024-03-08,3.81
eternal sunshine,3RwWW7KeVhHGayYJgUL5eZ,77,2024-03-08,3.5
Hypé (feat. Ayra Starr),6oi6AAmRd2IbanRMQZC39J,59,2024-03-07,2.62
03' Bonnie & Clyde,5ljCWsDlSyJ41kwqym2ORw,71,2002-11-12,3.43
Anything a Anything,6QenbktBliv0Hqdpk6c5Rl,54,2011-04-25,3.03
Jump,6XpEm7VJ7TZxZTawH8BCSW,75,2024-03-22,2.45
Crazy Kids,1sNctqVr9zdS7i1RZNjIgY,54,2012-11-30,3.85
Are U gonna tell her? (feat. MC Zaac),2qoIbcyKPpe3BKifpAfh53,52,2019-09-20,2.66
Get It Sexyy,2MjXWroB9wlTG2kqv3avfS,73,2024-03-15,2.48
mr useless,1Ar2McJ98hNvgsHlxLTPQc,47,2024-03-01,2.49
Master of Puppets (Remastered),54bm2e3tk8cliUz3VSdCPZ,74,1986-03-03,8.59
Rolling in the Deep,4OSBTYWVwsQhGLF9NHvIbR,82,2011-01-24,3.8
Sexy Bitch (feat. Akon),6pL7puHxh1psrLzrAlobxQ,57,2010-11-22,3.26
JOLENE,2PmMh2t7jAtN6cqFooA0Xy,67,2024-03-29,3.16
Freek-A-Leek,4UNhyW0R7qylxrF6Z0q2Tb,69,2003,3.92
Boom Clap,0Y1MWB026LYxGvhq4EcMiC,67,2014-12-15,2.83
X5,1UBAargLLJoXsYoCKopMAs,45,2019,3.45
Cool for the Summer,2zFF6jG5hQArbzcXz3KUWk,61,2015-10-16,3.58
Raise Your Glass,3M75hklvMpAwlJK0KezDKU,39,2010-11-12,3.39
React,0qMAJBLMTshMx03CJkJl6O,58,2020-02-07,3.4
Look At Her Now,7eOkHIcaoUhngxxypM5Ajr,64,2020-01-10,2.71
Forgiveless (feat. Ol' Dirty Bastard),5IcP1PPnleZ2kuwKDyfNC5,64,2022-12-09,2.37
Benz Punani,3MvJ4HO23LFAAKRYmZOI0G,0,2011-07-19,3.36
Attention,7tr8SXmP9j0uVqUU0qoapb,69,2024-04-05,3.6
Damita Jo,0aREJ5Ggw1c1xJ3EUsaxzG,33,2004-01-01,2.76
PAID,2y4ZR0BUAVePljHSsZyIgj,3,2024-02-09,3.25
STARS,347AQK5Lyhn6RvB8tBGYxt,3,2024-02-09,1.92
BEG FORGIVENESS,4ihV1wv7QmjbkLHaT9lA4s,2,2024-02-09,6.15
FUK SUMN,5tEaVciE2GnR28aN6W9cLS,15,2024-02-09,3.49
CARNIVAL,3w0w2T288dec0mgeZZqoNN,23,2024-02-09,4.41
BFA,4KiRplE69WK9atOScyfXE3,33,2024-03-08,1.96
Alter Ego (with JT),2xaaJcmvMOmpDbTwlWnjFh,80,2024-03-29,3.4
AMEN,3ly60iOVqcsdtlMhQ8FcE1,60,2024-03-29,2.42
SWEET ★ HONEY ★ BUCKIIN',7CA0mEKqEZ0WFAIlTS4uEl,67,2024-03-29,4.94
TYRANT,5mUlozUYpdmXVPkj4BW8cA,65,2024-03-29,4.18
II HANDS II HEAVEN,1Y7vNzQrybb2ICYKmbOfdt,65,2024-03-29,5.69
YA YA,0K9tfzrxJyCQIf7oAlPwaK,69,2024-03-29,4.58
LEVII'S JEANS,2UDARQiksl207HcSduDpov,70,2024-03-29,4.29
II MOST WANTED,1UP7PXne1lIYZB5G5aiRGL,69,2024-03-29,3.48
JUST FOR FUN,4h6iaiMchTUHlK5ovMiJ3h,62,2024-03-29,3.41
DAUGHTER,0hWCzWl04zT7P6vMy63XCN,64,2024-03-29,3.4
BODYGUARD,6Y4rniIxibegzsg8cdWAWV,71,2024-03-29,4.0
Ain't It Funny - Murder Remix,1yeLSqz8u8ip9NnzjGs7lQ,0,1999,3.83
Bam Bam,7cKLOenzViwzoHJWciMIrj,1,1982,3.28
Shen Yeng Anthem,4lqqbSHGGR5BRtnmnky00G,68,2018-05-25,2.35
Easy Breezy,43DC4xda0mFek23gGgMUz2,47,2019-10-18,2.62
I LUV IT (feat. Playboi Carti),2H2ytI7ompfNmRkI2sq8Uk,68,2024-03-27,2.91
End of Beginning,3qhlB30KknSejmIvZZLjOD,91,2022-09-16,2.65
This Is What It Feels Like,5GjnIpUlLGEIYk052ISOw9,76,2013-05-03,3.41
Long As I Live,7A0IJM6FR1HQphfdfN66pI,57,2018-03-23,4.85
True,4q2lRiodoQnyFO65watkse,62,1986-06-30,6.09
You're Still The One,3x2ksaXI6EZUWidE2BiLXy,77,1997,3.54
Damaged,4yHFxB8kzzeuNvoouR8N0N,61,2008-03-17,4.07
Don't Let Go (Love),06TuMCjDEYjTOJScCRzmjf,66,1997-06-17,4.86
10 Freaky Girls (with 21 Savage),0AluA5RNsa4Cx6XRhf2hWZ,76,2018-11-06,3.47
How Deep Is Your Love,2JoZzpdeP2G6Csfdq5aLXP,81,1979-01-01,4.09
Just Us (feat. SZA),0BnTBAGmr9FtYwkZrwKhwS,67,2019-05-17,3.69
Weekend (feat. Miguel),6GnhWMhgJb7uyiiPEiEkDA,79,2015-09-18,3.47
Indigo,1sOr5OXjbukTzBDgmvd6Fa,0,2019-08-13,2.89
September,2grjqo0Frpf2okIBiifQKs,76,1978-11-23,3.58
Baby Come Back,41sGGCCoHI2GLV9qadX80A,77,1977-09-01,4.26
Cheryl,18gNzobZV5YD8BhL8o3BTi,53,2017-06-21,2.82
Gaiola É o Troco,3Uq45ipGutypFPmETfaoaH,71,2019-06-07,3.12
Think About Me,599HcyarRglPN3kvTHboQC,0,2017-05-05,4.1
SHINE,1OWGLpptXlHLw1yibeHiHa,53,2018-08-15,2.5
Green Light Riddim,32N5JyUQ6SzkapNGe2JOMi,38,2019-11-22,2.88
Ela É do Tipo (feat. Drake) - Remix,7qLnSuxwLNlcapat8OCWZp,0,2019-11-06,3.54
Old Town,17c0ep6v10YS2q44ln54jH,28,2023-09-22,3.81
Beg You - A Fuck -Remastered,0Ve9Q5jR5k9KobvNkO8pHP,56,2023-11-20,3.11
JACKIE BROWN,2IlT65thKQQw248mhk2PjQ,73,2022-07-08,2.82
Superman,4woTEX1wYOTGDqNXuavlRC,85,2002-05-26,5.84
Luv Is Dro (feat. Static Major & Bryson Tiller),0LcsvJQSFIQo3RjNhPcYqT,61,2020-12-11,2.95
Work (feat. Missy Elliott),74M7yx7w8b8e2pK4K12jhT,35,2009-05-05,4.09
Yo Voy (feat. Daddy Yankee),5gflgO9EPbIBf16n5TKnQS,80,2004-05-04,3.87
CHIRI,3CBaIz3eftJCf9GHycFanL,50,2022-09-09,2.02
Efecto,5Eax0qFko2dh7Rl2lYs3bx,82,2022-05-06,3.55
Training Season,6Qb7YsAqH4wWFUMbGsCpap,78,2024-02-15,3.49
bye,1Rweq7vNjK4kZBbGrmxQsl,77,2024-03-08,2.75
the boy is mine,19nGr45kS0vRbuWeEnarRW,53,2024-03-11,2.89
ordinary things (feat. Nonna),4mHM5d2fK3n8xgymjf92w2,67,2024-03-08,2.81
supernatural,142PiXzA84lmEw2RstFHFa,79,2024-03-08,2.72
Escapism.,2VOZniNxFIDl8ydLltrMNb,74,2022-12-07,4.54
White Mustang,6eygbzyL6hY8jFQTARDuo9,81,2017-07-21,2.75
LEFT RIGHT,3v5o91PrUtf0nmO6j8J7dZ,73,2023-01-25,3.47
Pyramids,4QhWbupniDd44EDtnh2bFJ,81,2012-07-10,9.88
Special Affair,3NWTRZ0A8xKlBP1qgNftql,62,2015-06-26,2.94
Bottega,5oc1MmKFXsjoGrhfa6WHsx,55,2024-02-23,2.97
Capital Letters,6l0Ky2PycJV1Bz88kFeVGL,74,2018-02-09,3.66
Medellín (with Maluma),6mfu6jyFgvnXeTPQrYNs8d,53,2019-06-14,4.97
Saturn,1bjeWoagtHmUKputLVyDxQ,83,2024-02-22,3.1
Candy Rain,4j1Bk0BEIGCF9hR7cSwl9d,70,1995,4.6
A Thousand Miles,4w1lzcaoZ1IC2K5TwjalRP,80,2002-04-30,3.96
For My Hand (feat. Ed Sheeran),0HaRLPnr887lcQM2YQzkff,68,2022-07-07,2.65
Location (feat. Burna Boy),3z4CGd63tpUn9a6oQSG0CI,78,2019-03-08,4.02
Gbona,7rpWDu9GPlLxbLorYKVys7,68,2019-07-25,3.13
16 CARRIAGES,3Fwebmu4BzPUpDtPZo0qHb,59,2024-02-09,3.79
TEXAS HOLD 'EM,0Z7nGFVCLfixWctgePsRk9,78,2024-02-11,3.89
Love in This Club (feat. Young Jeezy),5j0McHPthKpOXRr3fBq8M0,78,2008-05-27,4.33
U Don't Have to Call,5PCJldueshnwqQVjS16543,65,2001-08-07,4.49
I Changed My Mind,4w4RaMGPl2qnjSdPlp1KAE,50,2005-01-01,3.31
Beauty and the Beast - Duet,1lb36bFPzVYUBER5QatHAY,45,1991-01-01,4.08
Better,6zeeWid2sgw4lap2jV61PZ,71,2018-10-18,3.82
Booty (feat. Latto),3Ca24oa8tofPtGYuULHXHI,52,2022-06-10,2.44
Pound Town 2 (feat. Nicki Minaj & Tay Keith),6IEXjer2qbXhRLFv99NQQv,55,2023-05-26,3.23
SkeeYee,7icwQvajsokotDfM3tefW6,70,2023-06-09,2.62
Another You,1u6LOWtdWA2wwa3CryIBsS,51,2015-04-21,3.21
Lifestyle,7DTlsMOQjGysXHpwwpHuPl,73,2014-06-05,4.49
Qui,0CnCDAiiC5NdgvVZ97slvn,65,2020-12-04,3.77
American Life,1YhiWWFrbdd3kAVhSYDhZ7,48,2003-04-22,4.96
Bébé,2sjJrFhDT0oP3fyCocTVyX,61,2018-09-19,4.1
Pololo,2gmTz7pHMqAk6fpOc88qxA,58,2021-07-15,3.25
Teeth,0TFQMPTInaZ5IcYw7EVcEB,54,2009-11-05,3.68
Dammn Baby,63rp5uCOEfeE6YdbJhIzeS,35,2015-10-02,3.92
No Sleeep,2nYjpbmYYxaIzb9BAeOeZX,38,2015-10-02,3.44
Lovin On Me,4xhsWYTOGcal8zt0J161CU,83,2023-11-10,2.31
Money & Love,213Ymlnss7DUsqG7Ut1HW0,57,2022-11-11,3.19
Nobody Wants to Be Lonely (with Christina Aguilera),45cVyfWuMAg8RNxmkcpmy9,54,2011-02-23,4.21
Collard Greens,0zO8ctW0UiuOefR87OeJOZ,79,2014-01-01,5.0
Ric Flair Drip (with Metro Boomin),7sO5G9EABYOXQKNPNiE9NR,83,2017-10-30,2.88
Skull And Bones,1MONYn8QsPPINNSNRfzP88,41,2023-09-20,4.14
Into You (feat. Tamia) - Main Mix,1Jm1I3APcmVz3MqPr5vfTx,67,2003-01-14,4.9
Demons,2XkuWK1lXOPkxdWdM78Q0l,57,2023-09-20,3.26
Let Me Love You,7GaFYUqP2WdR4KTPk7cXoP,77,2004-03-15,4.15
prove it,30efCAopZCFcoi43sSToNr,70,2024-01-10,3.46
Save Room For Us,0fj8OHLYnonkhlJsqmK2Cg,51,2019-11-21,2.75
n.h.i.e.,6x9pCndnXEoea0CMcfjs9W,69,2024-01-12,2.4
FTCU,1a73gcEg6h6Re6hHXoVltJ,73,2023-12-08,2.87
"yes, and?",7gaA3wERFkFkgivjwbSvkG,76,2024-01-12,3.58
Just Like a Pill,1BpV8IGf4XsRRJf4Xuui9q,71,2001,3.94
Another Sad Love Song,70iDnqYvxCPl3mPd3ddxgD,58,1993-07-13,5.03
Carry Me Go,7qxtOyjZ2zSaxBPH8fLyNi,57,2023-03-13,2.27
HOV Lane,6iylaqLHTTbUsdfYbRNL2o,32,2012-04-03,3.22
K-POP,5L3ecxQnQ9qTBmnLQiwf0C,72,2023-07-21,3.09
Roman Holiday,0UBix9tZesweFgNw76x9Z7,45,2012-04-03,4.09
Last Time I Saw You,1vj6nXzAFkfHLf9lkojNwu,50,2023-12-08,3.61
Pink Birthday,70M5FBXSs1b1tJF2zywHyP,52,2023-12-08,2.13
Let Me Calm Down (feat. J. Cole),44gmXwbdHjwQsQvsiraj14,57,2023-12-08,4.07
Barbie Dangerous,1fKT7RUtOf4xNEqctEFe5L,57,2023-12-08,2.21
Sadeness - Pt. 1 / Radio Edit,3MVm36ouM56jbP5rORxbVy,64,1990-01-01,4.34
Domino,6MAdEUilV2p9RQUqE5bMAK,71,2011-01-01,3.86
LUCID,7BoVAJ0HuKcBBRmUGlzX6o,1,2020-12-04,3.65
MY HOUSE,7omJfT9s6V2IpQNBYyq5C8,65,2023-12-01,4.38
Supercut,6K8VQ84MqhsoakN5MjrnVR,79,2017-06-16,4.63
Brokenhearted,4urcG6Nfubqsuqy3juMjBi,65,2012-05-07,3.79
Bachelor,35gu7pEQ2gOLUvskspCD3Y,61,2023-11-03,4.03
Often,4PhsKqMdgMEUSstTDAmMpg,82,2015-08-28,4.15
oui,0PJIbOdMs3bd5AT8liULMQ,78,2015-12-04,3.97
Just Luv Me,3rhtyUiiv7iODiaFIMayVv,41,2020-12-11,4.02
Don’t Blame Me,1R0a2iXumgCiFb7HEZ7gUE,85,2017-11-10,3.94
Ribs,2MvvoeRt8NcOXWESkxWn3g,83,2013-09-27,4.32
Rush,1rrqJ9QkOBYJlsZgqqwxgB,72,2022-09-16,3.08
If,0XQuWhRG7qD7OYHKsgt0BN,58,2017-02-17,3.96
Iskaba,1qNz5rynw3I9LU8uQRETsO,0,2016-11-25,3.74
P*$$Y Fairy (OTW),48KXAIruJ07kJVCWOGohMV,65,2020-01-17,3.03
Con Altura,2qG5sZ7Si6sdK74qLxedYM,73,2019-03-28,2.69
BEAUTIFUL (feat. Future & SZA),5kYSScXYOZYyi0fxramiW6,58,2022-08-26,3.72
MUSTARD (with 6LACK),1vITRP5ITGjLK5v8LjjVo0,51,2023-08-25,3.36
Butterfly Ku,7e8ps3VqglKLsjzwMfFuxJ,49,2023-07-21,1.86
Jersey,0bzAIaIHmILyOOiP0nQGMj,37,2023-09-01,2.86
Wild Ride - A COLORS SHOW,4Ypa7u8GYWX0u0wP5wntsU,37,2023-10-23,2.71
SIDEKICK (with Joyce Wrice) - BONUS,0h3BFerMyzUaYYh2nwGiX3,57,2023-03-03,2.23
Show My Side (feat. Amaarae),6ihMcz4thRLj5KH8uFwOdw,45,2021-02-12,2.04
Phenomenal (feat. Doechii),5iDrSIUAbuajDctFTGRRiR,55,2023-06-09,3.63
Gravity,7Au4cKPo9CYhtP4fByzYeq,45,2023-09-08,3.04
Body Do,0jdNoNSnFwqftO9s7az6r4,48,2023-03-31,2.34
Princess Going Digital,6KS5iyM4uDuJ6oAacMSXha,64,2023-06-09,3.16
Alright,3OgdnA3LYpJ6vxrfk6X3p4,65,2023-08-25,2.9
Sossaup,6y5UMIVVJDsULZwfZ0bNRX,46,2023-05-19,2.6
On My Mama,7DswEZZthZ6piQpL25qGAM,67,2023-08-25,3.07
Chromatica I,3CGZ7wfk4skmuyQgua1C1K,51,2020-05-29,1.01
Get Up (feat. Chamillionaire),5KeeXPfhfHHFezD3jBxaHb,56,2006,4.36
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,4ZOyH6KjomjlqCz3oFqglr,63,2002-11-19,3.13
Bust Your Windows,0rE8OLQpoOFe2xa35twgve,57,2008-08-30,4.44
Rich Girl,2Y2q7PkD7lvuWr8YaZfWuv,71,2004-11-12,3.94
Touch My Body,2aEuXA1KswHlCGPOuPmCOW,75,2008-04-04,3.41
Problem,7vS3Y0IKjde7Xg85LWIEdP,80,2014-08-22,3.23
Pour It Up,1edP9mOIcf8lDzlO1ORbCr,47,2012-12-11,2.69
Ngozi,5mhM7bfzv52bzfCzlq8vH1,65,2023-07-21,3.69
Me & U,4nFrcGM7MY1mpoQCC7Kefj,69,2023-10-05,3.22
Red Potion,1hVU0YUYyYvTh6cUJv9LHo,51,2023-10-26,2.9
Don't Leave,19fCpJYZVtBKyOtIvEnDv0,48,2023-10-26,3.09
DND,4E8EciYYzTKF4REO51XQiS,58,2023-10-26,2.77
Trouble Maker,7K9wl9YIk1nCnTKNE1K3ta,50,2023-10-26,2.59
Remember,0Q1bMs3xLQiDEeaneehdxv,72,2023-06-15,3.04
I Believe,4PKxskDMb62jvG5Li46vkH,60,2023-06-15,2.42
Basquiat,2H0w7oYDjUvgsFlNQ5swIg,64,2023-06-15,2.24
Mogbe,3YPtN5X0HxIzeRCHxfoXTy,63,2023-06-15,2.98
Sunshine,3Yr0vIcfXq5MWdSDmZzKgk,59,2023-06-15,3.1
2:30,1n3JvneU8FhfldfTQ8BdZs,64,2023-06-15,2.31
Awodi,6HM0LR6LKWCqP2vTcIWy9G,54,2023-06-15,2.28
Olorun,6ouXLgYvJUqyL7ljiGzZS1,56,2023-06-15,2.61
That's My Girl,2ACOWPLUe4A4KuQ5ioD2od,74,2016-05-27,3.4
TELEKINESIS (feat. SZA & Future),1i9lZvlaDdWDPyXEE95aiq,81,2023-07-28,5.9
Like A Prayer (Glee Cast Version) (feat. Jonathan Groff),6ib7bSRpd5ZcE3Cr5lPvYJ,45,2010-04-20,5.25
Still Got It,6r8Xk7Fldj4GR4r0fVBH42,52,2023-10-13,3.48
"Can't Go Back, Baby",6fNyEK8kTquBSUTHbqbfaK,53,2023-10-13,3.36
In My Room,7lhAowB1rRlp1UfVkHqpD2,61,2023-10-13,3.22
How To Stay With You,6P7b7UciZ4Q4sbujF4QcrO,53,2023-10-13,3.27
One Sweet Day,7ySbfLwdCwl1EM0zNCJZ38,71,1995-10-03,4.68
she's all i wanna be,7l9IqDtVWJurTvkQHq1BGh,82,2022-05-27,3.45
Got Me Started,31MNHKE86sEXzIglbGQ6mu,74,2023-10-13,3.31
Barbie,0wnZP5KJSJ8xmTJmmjOqwr,0,2023-10-02,2.13
Wolves,0tBbt8CrmxbjRP0pueQkyU,79,2017-10-25,3.3
Otis,4KyMZxbMbrSPHwMczzgxqQ,51,2011-08-12,2.97
Ni**as In Paris,0Bh5fftQH3Nnr5sH3I9G5o,53,2011-08-12,3.66
Lift Off,2tS99DuyfPPJLBVeD8iAuV,46,2011-08-12,4.44
No Church In The Wild,1jIfaHx4jUl1mqdig9wUra,54,2011-08-12,4.54
Murder To Excellence,3Gjc2FE6BEMMHURUjlMXvX,56,2011-08-08,5.02
One Of Your Girls,5Eh1nj7IjV9lwpcKAkidyY,77,2023-10-13,3.02
"Yeah, I Said It",7eDYNlBwRMeFOZHOZ95dZ1,65,2016-01-28,2.22
Terms and Conditions,3vv2KJC3vaWPXXF5Ba7biE,0,2023-04-05,3.49
Polar Opposites,3oZZfVvLJuDYc4Vn3A63Fw,63,2023-10-06,4.29
Always n Forever (feat. Lil Baby),6dbENHQHHtWRai4snSvy2w,70,2021-07-09,3.28
All Of Us (Ashawo),6459gZKddpOoPIH8PAcCwS,56,2022-08-04,3.06
Overprotected - Radio Edit,5p0KCAuu5nrHpTuAIhHdLw,66,2001-10-31,3.31
Show Me Love - Radio Version,6SluaPiV04KOaRTOIScoff,56,1995-10-13,3.82
Can We Talk,6a5jHgwqYMk9wlYJYfs3c9,64,2001,4.74
I Wanna Be Down,6N9uyMZf9pbNOuomveWscp,68,1994,4.86
Girl,3s2MyU2YCwNNwcSokt0jXD,58,2004-11-16,3.74
"Me, Myself and I",6XsT5UGfpaFeHQf5LRIy4W,64,2003-06-24,5.02
Rush,3xIMkM5LgbVDkpO74O3Np3,30,2023-07-13,2.61
Rich Baby Daddy (feat. Sexyy Red & SZA),1yeB8MUNeLo9Ek1UEpsyz6,81,2023-10-06,5.32
Pretty Girls,6QicTxeiSaRkPnkGDUvYOs,57,2015-05-04,2.73
Losing You,29kMmvimeOyKb60VEX7aj5,53,2012-11-27,4.34
Sunshine (feat. Fousheé),0mRbKcvmbbUtfFyfeFHCJa,64,2022-07-13,4.89
In Ha Mood,0yUaLqhsVsguBpoOPL4cO7,66,2023-01-06,2.16
Barbie World (with Aqua) [From Barbie The Album],741UUVE2kuITl0c6zuqqbO,73,2023-06-23,1.83
On the Low,1PoJXULCvl03b1fiZmMxmd,67,2019-07-25,3.1
Soweto,3IQT2MM49GkXfHF9eemaw5,61,2022-05-06,2.47
Monalisa,1zwZ26A7OA5wTrA3FejCLL,63,2021-06-04,3.57
Sprinter,2FDTHlrBguDzQkp7PVj16Q,83,2023-06-01,3.82
fukumean,4rXLjWdF2ZZpXCVTfWcshS,83,2023-06-16,2.08
Grace,08w1hnWW4GhVm61DoVojsY,54,2017-02-10,3.52
Lonely Lisa,1aHuAzyR7TxsVZc1yqPCt8,39,2010-11-29,3.05
Selfish (feat. Rihanna),6yHkPtl6UQ7RjtJLBPzbJw,58,2017-07-27,4.19
Solar Power,7s2kWabRM60W9I61HpKg8C,67,2021-08-20,3.21
Soon We'll Be Found,4eiL3JVHop31N0PwPv6M9D,57,2008-01-01,4.34
A Thousand Bad Times,2J0NXdHr6MYvKDSxB7k3V2,66,2019-09-06,3.69
2 Fried,69p1kEMKCssgxFH1Yolxux,5,2019-04-01,3.45
You're All I Need To Get By,6Ndauo9gCxNjTfklsFYS7b,62,1968-01-01,2.9
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),5B0kgjHULYJhAQkK5XsMoC,77,2021-06-25,2.03
wish u the best (feat. Stalking Gia),2O30HZ3iEz32Nx8yVMJjFO,53,2017-04-21,2.57
We're Good,1diS6nkxMQc3wwC4G1j0bh,71,2021-02-11,2.76
The Way I Am,6qNALlmZa1ESnCxJmXE1K9,64,2018-05-11,3.1
Tiimmy Turner,3NJG6vMH1ZsectZkocMEm0,66,2016-07-22,4.0
This Time,2O78TOnDMrcZsV3AvoOp1X,31,2012-01-01,3.62
Tek Weh Yuh Heart,2k4r87jMiQSt9CtsiU9Zqv,36,2016-11-18,3.77
Tek Weh Yuhself,6PWhaGqUfwAXX7MyRluOAu,41,2010-04-22,2.94
Tempted To Touch,7khLgMuA7m4SA6aaDv1QSv,55,2010-03-29,3.46
Taped Up Heart (feat. Clara Mae),26hcyzSE154xMZCbFdtInA,40,2016-10-14,3.64
"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",4liGjmhCupa7RP9JaQELYx,60,2007-08-14,4.02
Sully,7scWQzUfRUTAwynz2ZIfkF,27,2017-06-02,3.89
Style,4lIxdJw6W3Fg4vUIYCB0S5,70,2014-10-27,3.85
Steal A Dime,3Znf3C6S38qnVfFKvmNQBP,0,2016-07-01,3.34
Somebody To Love - Remastered 2011,6cFZ4PLC19taNlpl9pbGMf,71,1976-12-10,4.94
Shisha,3C2mcvtPzGLPSai3XZPmw2,37,2021-12-16,2.91
Savior,1rMo0Fuv4vYRGT78bZQohI,48,2018-02-02,3.52
Powerglide (feat. Juicy J) - From SR3MM,1BuZAIO8WZpavWVbbq3Lci,64,2018-05-04,5.54
MIA (feat. Drake),3Ueq2zboxwAbsvHrOjdEqz,69,2018-10-11,3.51
Lucky,2TTYIwTM2iLC1YOyHuhRMt,70,2000-05-16,3.44
